"Country.Name","Country.Code","Indicator.Name","Indicator.Code","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X"
"Antigua and Barbuda","ATG","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.42000007629395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","AUS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",6.10519981384277,5.78359985351563,7.16260004043579,9.96140003204346,8.98680019378662,8.25809955596924,8.08059978485107,8.10639953613281,7.22580003738403,6.17500019073486,6.92600011825562,9.57919979095459,10.7287998199463,10.87380027771,9.71870040893555,8.46930027008057,8.50619983673096,8.3621997833252,7.67560005187988,6.87230014801025,6.28259992599487,6.74230003356934,6.36759996414185,5.92869997024536,5.394700050354,5.03249979019165,4.78229999542236,4.3769998550415,4.23420000076294,5.56069993972778,5.21129989624023,5.08120012283325,5.22450017929077,5.66309976577759,6.07829999923706,6.05569982528687,5.71080017089844,5.59420013427734,NA
"Austria","AUT","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",1.89999997615814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.30140018463135,4.82000017166138,4.56379985809326,4.86499977111816,5.33479976654053,5.61969995498657,5.72270011901855,6.01380014419556,5.49900007247925,NA
"Azerbaijan","AZE","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109999999403954,0.170000001788139,0.519999980926514,0.649999976158142,0.800000011920929,0.899999976158142,1.02999997138977,1.12999999523163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.75349998474121,5.6729998588562,5.52199983596802,5.27479982376099,5.05959987640381,4.93879985809326,4.96000003814697,5,5,NA
"Burundi","BDI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.479999989271164,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57000005245209,NA,NA,22,NA
"Belgium","BEL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",9.10000038146973,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.36339998245239,8.44019985198975,8.24590015411377,7.45790004730225,6.97559976577759,7.90759992599487,8.29249954223633,7.13959980010986,7.54169988632202,8.42529964447021,8.52270030975342,8.48200035095215,7.82969999313354,7.08620023727417,NA
"Benin","BEN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",NA,NA,NA,NA,NA,NA,0.180000007152557,NA,NA,NA,NA,NA,1.50999999046326,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.689999997615814,NA,NA,NA,NA,NA,NA,NA,1.03999996185303,2.64650011062622,NA,NA,NA,NA,NA,NA,NA
"Burkina Faso","BFA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",NA,NA,NA,NA,NA,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,2.57999992370605,NA,NA,NA,2.44000005722046,NA,NA,NA,NA,2.77999997138977,NA,4,2.32999992370605,3.29999995231628,NA,NA,NA,NA,NA,NA,6.47949981689453,NA,NA,NA,NA
"Bangladesh","BGD","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",NA,NA,NA,NA,2.03999996185303,2.01999998092651,0.959999978542328,NA,NA,0.920000016689301,NA,2.20000004768372,NA,NA,NA,NA,2.50999999046326,NA,NA,NA,3.26999998092651,NA,NA,4.32000017166138,NA,4.25,3.59060001373291,NA,NA,5,3.37890005111694,NA,NA,4.4261999130249,NA,NA,4.34999990463257,4.37230014801025,NA
"Bulgaria","BGR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.70000004768372,11.1000003814697,15.3000001907349,16.3999996185303,12.8000001907349,11.1000003814697,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.81659984588623,10.2793998718262,11.2595996856689,12.2699003219604,12.9407997131348,11.4238004684448,9.14330005645752,7.57460021972656,6.16440010070801,NA
"Bahrain","BHR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",NA,3.09999990463257,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.34999990463257,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,9,NA,NA,5.59999990463257,3.70000004768372,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahamas, The","BHS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",NA,NA,NA,NA,NA,NA,12.0900001525879,NA,11.0200004577637,11.5900001525879,7.76999998092651,12.1700000762939,14.8000001907349,12.7200002670288,13.8299999237061,10.8299999237061,11.460000038147,9.76000022888184,7.65000009536743,7.44999980926514,NA,6.86999988555908,9.05000019073486,10.8400001525879,10.1999998092651,10.1999998092651,7.53999996185303,7.88000011444092,8.18000030517578,14.25,NA,14.5200004577637,14.0200004577637,16.1800003051758,NA,NA,NA,NA,NA
"Bosnia and Herzegovina","BIH","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5499992370605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.1000003814697,28.9300003051758,23.2999992370605,24.0300006866455,27.2000007629395,27.6000003814697,28.0499992370605,27.4500007629395,27.5200004577637,28.2299995422363,25.9500007629395,18.1200008392334,NA
"Belarus","BLR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0500000007450581,0.5,1.39999997615814,2.09999990463257,2.90000009536743,4,2.79999995231628,2.29999995231628,2.09999990463257,2.09999990463257,2.29999995231628,3,3.09999990463257,1.89999997615814,1.5,1.20000004768372,1,0.800000011920929,6.09999990463257,NA,0.600000023841858,0.5,0.5,0.5,1,5.84000015258789,NA,NA
"Belize","BLZ","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.77999973297119,11.1000003814697,12.4799995422363,13.8199996948242,12.6800003051758,14.3100004196167,12.8400001525879,NA,9.06999969482422,10.039999961853,NA,NA,10.9099998474121,9.39000034332275,8.51000022888184,8.18000030517578,NA,NA,NA,15.2983999252319,12.9287996292114,11.5698003768921,9.97000026702881,7.90999984741211,9.32929992675781,NA
"Bermuda","BMU","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71000003814697,NA,NA,NA,NA,NA,NA,NA,NA,4.48000001907349,6.48999977111816,NA,8.4399995803833,6.65999984741211,8.9399995803833,NA,NA,NA,NA
"Bolivia","BOL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",6.09999990463257,10.1599998474121,11.6000003814697,14.1899995803833,14.6599998474121,19.2800006866455,19.7600002288818,20.3199996948242,18,NA,NA,6.59000015258789,NA,5.98999977111816,3.07999992370605,3.69000005722046,5.23000001907349,2.07999992370605,NA,3.9300000667572,4.46999979019165,NA,NA,NA,NA,NA,NA,NA,2.60339999198914,2.86339998245239,NA,2.21860003471375,2.04789996147156,2.39389991760254,2.00650000572205,3.06599998474121,3.05599999427795,3.23280000686646,NA
"Brazil","BRA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",NA,3.99000000953674,4.82999992370605,4.61999988555908,4.03999996185303,3.38000011444092,2.36999988555908,3.55999994277954,3.78999996185303,2.97000002861023,NA,NA,6.42000007629395,6.03000020980835,NA,6.42049980163574,7.25339984893799,8.15839958190918,9.42280006408691,10.2082996368408,NA,9.61040019989014,9.37090015411377,NA,NA,NA,NA,NA,NA,NA,6.73979997634888,NA,NA,NA,NA,NA,11.6094999313354,12.8273000717163,NA
"Barbados","BRB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",8.97999954223633,7.23000001907349,8.39000034332275,9.0600004196167,17.0200004577637,18.8500003814697,17.8799991607666,17.9400005340576,17.5699996948242,14.0600004196167,8.15999984741211,17.3040008544922,23.0027008056641,24.6578006744385,22.9799995422363,19.638599395752,14.710000038147,14.5633001327515,12.1457996368408,10.342399597168,9.35000038146973,9.8863000869751,10.2876996994019,11.0059995651245,9.6028995513916,9.07849979400635,8.734299659729,7.41130018234253,8.11750030517578,10.0200004577637,10.6899995803833,11.1899003982544,11.5954999923706,11.7081003189087,12.1700000762939,11.3500003814697,9.72000026702881,NA,NA
"Brunei Darussalam","BRN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",7.66800022125244,7.84200000762939,6.5479998588562,6.03700017929077,NA,NA,NA,NA,NA,NA,NA,4.69999980926514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72000002861023,NA,NA,6.96509981155396,NA,NA,9.31599998474121,NA
"Bhutan","BTN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39999997615814,1.39999997615814,NA,1.89999997615814,NA,1.79999995231628,2.49000000953674,NA,3.13000011444092,3.70000004768372,NA,3.96000003814697,3.3199999332428,3.23000001907349,2.04999995231628,2.86999988555908,2.63000011444092,2.45000004768372,NA,NA,NA
"Botswana","BWA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",NA,NA,NA,NA,NA,25.6700000762939,NA,NA,NA,NA,NA,13.8199996948242,NA,NA,NA,NA,21.5799999237061,NA,20.8600006103516,NA,15.8800001144409,18.5400009155273,NA,23.7999992370605,NA,NA,17.7999992370605,NA,NA,16.1692008972168,17.8600006103516,NA,NA,NA,NA,NA,NA,NA,NA
"Central African Republic","CAF","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Canada","CAN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",7.53679990768433,7.60710000991821,11.0403003692627,12.0184001922607,11.3444004058838,10.5024995803833,9.5930004119873,8.81999969482422,7.76189994812012,7.54650020599365,8.13109970092773,NA,11.1969995498657,11.3768997192383,10.3951997756958,9.48890018463135,NA,9.10050010681152,8.27849960327148,7.58309984207153,6.82870006561279,NA,7.66480016708374,7.5738000869751,7.18529987335205,6.7581000328064,6.32030010223389,6.03609991073608,6.13710021972656,8.3439998626709,8.05550003051758,NA,7.29180002212524,7.07359981536865,6.9141001701355,6.9064998626709,6.99889993667603,6.33970022201538,NA
"Central Europe and the Baltics","CEB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44280877121291,8.09537830763225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.48882453354413,9.90196761864701,9.63449508334462,9.97822415804987,10.046062395412,8.95163902494533,7.81635217845612,6.48854842867522,5.29379048422408,NA
"Switzerland","CHE","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",0.200000002980232,0.200000002980232,0.400000005960464,0.899999976158142,1.10000002384186,1,0.800000011920929,0.800000011920929,0.699999988079071,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.11609983444214,4.80670022964478,4.40759992599487,4.48460006713867,4.74669981002808,4.82590007781982,4.80070018768311,4.91790008544922,4.79670000076294,NA
"Channel Islands","CHI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chile","CHL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",10.460000038147,11.3500003814697,19.6000003814697,14.6499996185303,13.9099998474121,NA,8.71000003814697,NA,6.23000001907349,5.28999996185303,NA,6.44910001754761,NA,4.65869998931885,NA,7.3088002204895,NA,7.13600015640259,NA,11.1579999923706,NA,10.3900003433228,10.1680002212524,NA,10.1619997024536,9.34000015258789,NA,8.42700004577637,9.28499984741211,NA,8.42430019378662,NA,6.65939998626709,NA,6.6648998260498,NA,6.73820018768311,6.95809984207153,NA
"China","CHN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",4.90000009536743,3.79999995231628,3.20000004768372,2.29999995231628,1.89999997615814,1.79999995231628,2,2,2,2.59999990463257,2.5,2.29999995231628,2.29999995231628,2.59999990463257,2.79999995231628,2.90000009536743,3,3.09999990463257,3.09999990463257,3.09999990463257,3.09999990463257,3.59999990463257,4,4.30000019073486,4.19999980926514,4.19999980926514,4.09999990463257,4,4.19999980926514,4.30000019073486,4.09999990463257,4.09999990463257,4.09999990463257,4.05000019073486,4.09999990463257,NA,NA,NA,NA
"Cote d'Ivoire","CIV","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.69999980926514,NA,NA,4.09999990463257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.22289991378784,4.25449991226196,NA,NA,2.59920001029968,NA,NA
"Cameroon","CMR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0600004196167,NA,NA,NA,NA,7.46000003814697,NA,NA,NA,4.40000009536743,NA,NA,NA,NA,4.1100001335144,NA,NA,NA,3.53379988670349,NA,NA,NA,NA
"Congo, Dem. Rep.","COD","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84910011291504,NA,NA,NA,NA,NA,NA,4.48519992828369,NA,NA,NA,NA,NA,NA
"Congo, Rep.","COG","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7956008911133,NA,NA,NA,16.1000003814697,NA,NA,10,NA,NA,NA,NA,NA,NA
"Colombia","COL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",9.10000038146973,8.13000011444092,11.460000038147,11.1300001144409,13,13.8900003433228,12.9399995803833,10.8299999237061,NA,NA,NA,10.1199998855591,9.4399995803833,NA,8.25,8.72000026702881,11.8100004196167,12.1400003433228,15,20.0599994659424,20.5200004577637,15.039999961853,15.6330003738403,14.1890001296997,13.7170000076294,11.8699998855591,12.0298004150391,11.2040004730225,11.2729997634888,12.0659999847412,10.9840002059937,10.1108999252319,9.74050045013428,9.0516996383667,8.57219982147217,8.29899978637695,8.69180011749268,8.8725004196167,NA
"Comoros","COM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9500007629395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.57140016555786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cabo Verde","CPV","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6700000762939,NA,NA,NA,NA,36.4583015441895,NA,NA,NA
"Costa Rica","CRI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",NA,8.69999980926514,NA,NA,NA,NA,NA,NA,NA,NA,4.51100015640259,5.3730001449585,3.92700004577637,3.9539999961853,4.04500007629395,5.17600011825562,6.16200017929077,5.68100023269653,5.3270001411438,5.89499998092651,5.08199977874756,5.91499996185303,6.33400011062622,6.55800008773804,6.39099979400635,6.57100009918213,5.73999977111816,4.48999977111816,4.7810001373291,7.71299982070923,7.17080020904541,10.1393995285034,NA,NA,NA,NA,NA,NA,NA
"Caribbean small states","CSS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3766929664575,17.0112732470821,17.1861855105554,16.1487260726237,15.6785605823101,15.2661186113346,14.9545293264872,14.0683831153863,13.9480899821079,NA,12.8417445738122,12.3021277315049,11.607799616319,10.9795725829323,10.3882333243975,9.0708527899089,8.43596715919237,8.8591017855502,10.0093313046655,NA,10.2407508803052,11.2004577001356,11.681638151964,10.0227573687092,10.3080391712996,10.2798086205999,NA,NA
"Cuba","CUB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.27000045776367,7.6100001335144,7.09999990463257,6.23000001907349,6.26000022888184,5.44999980926514,4.07999992370605,3.30999994277954,2.32999992370605,1.85000002384186,1.95000004768372,1.9099999666214,1.78999996185303,1.58000004291534,1.66999995708466,2.5,3.1800000667572,3.46000003814697,3.28999996185303,2.70000004768372,NA,NA,NA,NA
"Curacao","CUW","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.77999973297119,NA,13.0299997329712,12.6099996566772,11.710000038147,NA,NA,NA
"Cayman Islands","CYM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.90999984741211,NA,7.21999979019165,5.73999977111816,4.94000005722046,5.09999990463257,4.1399998664856,4.17000007629395,NA,NA,7.53999996185303,5.36999988555908,3.60999989509583,3.45000004768372,3.53999996185303,2.61999988555908,3.82999992370605,3.97000002861023,6.03999996185303,NA,6.78000020980835,6.21000003814697,6.26999998092651,4.69999980926514,4.23999977111816,NA,NA,NA
"Cyprus","CYP","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",2,2.59999990463257,2.79999995231628,3.29999995231628,3.29999995231628,3.29999995231628,3.70000004768372,3.40000009536743,2.79999995231628,2.29999995231628,1.79999995231628,3,NA,2.70000004768372,2.70000004768372,2.59999990463257,3.09999990463257,3.40000009536743,3.29999995231628,NA,NA,NA,NA,NA,NA,NA,4.54290008544922,3.92199993133545,3.65470004081726,5.36390018463135,6.2628002166748,NA,11.7952003479004,15.8706998825073,16.0879993438721,14.9083995819092,12.9497995376587,11.0515003204346,NA
"Czech Republic","CZE","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.699999988079071,NA,2.59999990463257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.66209983825684,7.27909994125366,6.71110010147095,6.97819995880127,6.95270013809204,6.10790014266968,5.04640007019043,3.9514000415802,2.88980007171631,NA
"Germany","DEU","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",NA,NA,NA,6.44939994812012,6.6746997833252,6.87489986419678,6.6100001335144,6.81640005111694,6.31860017776489,5.7056999206543,4.89029979705811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.74160003662109,6.96640014648438,5.82439994812012,5.37939977645874,5.23059988021851,4.98059988021851,4.62419986724854,4.1217999458313,3.74550008773804,NA
"Djibouti","DJI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominica","DMA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3299999237061,NA,9.52999973297119,NA,NA,NA,NA,NA,23.1800003051758,NA,15.6700000762939,NA,10.960000038147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denmark","DNK","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS",7,9.19999980926514,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1414999961853,4.47599983215332,NA,NA,NA,NA,NA,NA,NA,NA,6.00729990005493,7.46360015869141,7.57270002365112,7.5258002281189,6.99669981002808,6.58920001983643,6.16830015182495,6.18069982528687,5.74270009994507,NA
